,catagory_name,sub_catagory_name,sum_bill_no
14371,GIRLS,SWEATER,dummy/250/352
14372,GIRLS,GIRLS SET,dummy/253/20
14373,GIRLS,GIRLS SET,dummy/252/186
14374,GIRLS,GIRLS SET,dummy/253/191
14375,GIRLS,GIRLS SET,dummy/257/34
14376,GIRLS,GIRLS SET,dummy/257/34
14377,GIRLS,GIRLS SET,dummy/253/262
14378,GIRLS,GIRLS SET,dummy/253/304
14379,GIRLS,TOP SET,dummy/258/162
14380,GIRLS,FROCK,dummy/258/195
14381,GIRLS,TOP SET,dummy/243/30
14382,GIRLS,T-SHIRT,dummy/246/150
14383,GIRLS,GIRLS SET,dummy/241/110
14384,GIRLS,TOP SET,dummy/209/868
14385,GIRLS,GIRLS SET,dummy/216/174
14386,GIRLS,CAPRI,dummy/238/213
14387,GIRLS,CAPRI,dummy/238/213
14388,GIRLS,CAPRI,dummy/225/169
14389,GIRLS,GIRLS SET,dummy/214/162
14390,GIRLS,GIRLS SET,dummy/215/61
14391,GIRLS,GIRLS SET,dummy/209/430
14392,GIRLS,T-SHIRT,dummy/228/58
14393,GIRLS,CAPRI,dummy/228/58
14394,GIRLS,GIRLS SET,dummy/209/725
14395,GIRLS,JEANS,dummy/221/102
14396,GIRLS,LACHA,dummy/215/177
14397,GIRLS,SWEAT SHIRT,dummy/226/131
14398,GIRLS,GIRLS SET,dummy/210/49
14399,GIRLS,GIRLS SET,dummy/228/179
14400,GIRLS,TOP SET,dummy/242/165
14401,GIRLS,GIRLS SET,dummy/243/112
14402,GIRLS,SWEAT SHIRT,dummy/226/201
14403,GIRLS,GIRLS SET,dummy/238/194
14404,GIRLS,GIRLS SET,dummy/210/13
14405,GIRLS,WESTURN,dummy/226/184
14406,GIRLS,FROCK,dummy/241/39
14407,GIRLS,TOP SET,dummy/242/57
14408,GIRLS,TOP SET,dummy/244/87
14409,GIRLS,TOP SET,dummy/203/366
14410,GIRLS,TOP SET,dummy/204/366
14411,GIRLS,TOP SET,dummy/189/94
14412,GIRLS,FROCK,dummy/192/41
14413,GIRLS,FROCK,dummy/192/241
14414,GIRLS,CAPRI,dummy/203/460
14415,GIRLS,TOP SET,dummy/205/493
14416,GIRLS,GIRLS SET,dummy/206/293
14417,GIRLS,TOP SET,dummy/190/181
14418,GIRLS,SHIRT,dummy/197/28
14419,GIRLS,3/4TH SET,dummy/198/30
14420,GIRLS,T-SHIRT,dummy/200/136
14421,GIRLS,TOP SET,dummy/201/252
14422,GIRLS,LACHA,dummy/203/408
14423,GIRLS,TOP SET,dummy/192/26
14424,GIRLS,FROCK,dummy/196/70
14425,GIRLS,GIRLS SET,dummy/200/186
14426,GIRLS,GIRLS SET,dummy/204/475
14427,GIRLS,TOP SET,dummy/204/337
14428,GIRLS,TOP SET,dummy/205/302
14429,GIRLS,JEANS,dummy/206/361
14430,GIRLS,GIRLS SET,dummy/197/278
14431,GIRLS,GIRLS SET,dummy/203/134
14432,GIRLS,GIRLS SET,dummy/208/12
14433,GIRLS,JEANS,dummy/208/140
14434,GIRLS,JEANS,dummy/208/788
14435,GIRLS,FROCK,dummy/189/302
14436,GIRLS,GIRLS SET,dummy/190/198
14437,GIRLS,GIRLS SET,dummy/196/88
14438,GIRLS,SHIRT,dummy/196/485
14439,GIRLS,FROCK,dummy/208/257
14440,GIRLS,GIRLS SET,dummy/192/139
14441,GIRLS,GIRLS SET,dummy/193/18
14442,GIRLS,TOP SET,dummy/206/126
14443,GIRLS,GIRLS SET,dummy/208/48
14444,GIRLS,FROCK,dummy/195/364
14445,GIRLS,TOP SET,dummy/187/246
14446,GIRLS,TOP SET,dummy/187/246
14447,GIRLS,TOP SET,dummy/188/252
14448,GIRLS,TOP SET,dummy/202/38
14449,GIRLS,GIRLS SET,dummy/203/371
14450,GIRLS,GIRLS SET,dummy/203/430
14451,GIRLS,GIRLS SET,dummy/203/507
14452,GIRLS,GIRLS SET,dummy/206/87
14453,GIRLS,TOP SET,dummy/207/63
14454,GIRLS,FROCK,dummy/192/106
14455,GIRLS,GIRLS SET,dummy/195/147
14456,GIRLS,FROCK,dummy/200/27
14457,GIRLS,GIRLS SET,dummy/200/47
14458,GIRLS,CAPRI,dummy/207/16
14459,GIRLS,GIRLS SET,dummy/188/279
14460,GIRLS,GIRLS SET,dummy/195/61
14461,GIRLS,GIRLS SET,dummy/196/163
14462,GIRLS,FROCK,dummy/201/129
14463,GIRLS,GIRLS SET,dummy/203/496
14464,GIRLS,JEANS,dummy/196/7
14465,GIRLS,GIRLS SET,dummy/204/5
14466,GIRLS,FROCK,dummy/207/537
14467,GIRLS,FROCK,dummy/198/286
14468,GIRLS,GIRLS SET,dummy/199/309
14469,GIRLS,GIRLS SET,dummy/208/338
14470,GIRLS,GIRLS SET,dummy/194/55
14471,GIRLS,GIRLS SET,dummy/195/167
14472,GIRLS,FROCK,dummy/195/381
14473,GIRLS,JEANS,dummy/195/383
14474,GIRLS,FROCK,dummy/201/48
14475,GIRLS,GIRLS SET,dummy/204/159
14476,GIRLS,TOP SET,dummy/205/142
14477,GIRLS,SHORTS,dummy/194/231
14478,GIRLS,GIRLS SET,dummy/196/46
14479,GIRLS,GIRLS SET,dummy/208/467
14480,GIRLS,TOP SET,dummy/192/42
14481,GIRLS,TOP SET,dummy/196/324
14482,GIRLS,TOP SET,dummy/208/447
14483,GIRLS,GIRLS SET,dummy/208/793
14484,GIRLS,FROCK,dummy/208/748
14485,GIRLS,TOP SET,dummy/188/142
14486,GIRLS,FROCK,dummy/192/132
14487,GIRLS,GIRLS SET,dummy/197/44
14488,GIRLS,GIRLS SET,dummy/198/202
14489,GIRLS,GIRLS SET,dummy/180/65
14490,GIRLS,GIRLS SET,dummy/179/171
14491,GIRLS,TOP SET,dummy/182/198
14492,GIRLS,FROCK,dummy/186/189
14493,GIRLS,TOP SET,dummy/177/61
14494,GIRLS,GIRLS SET,dummy/187/222
14495,GIRLS,GIRLS SET,dummy/177/78
14496,GIRLS,GIRLS SET,dummy/183/143
14497,GIRLS,GIRLS SET,dummy/183/145
14498,GIRLS,GIRLS SET,dummy/184/123
14499,GIRLS,GIRLS SET,dummy/173/88
14500,GIRLS,GIRLS SET,dummy/184/59
14501,GIRLS,GIRLS SET,dummy/184/221
14502,GIRLS,GIRLS SET,dummy/172/87
14503,GIRLS,GIRLS SET,dummy/185/87
14504,GIRLS,FROCK,dummy/185/7
14505,GIRLS,FROCK,dummy/185/139
14506,GIRLS,FROCK,dummy/253/105
14507,GIRLS,CAPRI,dummy/249/89
14508,GIRLS,FROCK,dummy/252/96
14509,GIRLS,GIRLS SET,dummy/253/122
14510,GIRLS,GIRLS SET,dummy/252/138
14511,GIRLS,FROCK,dummy/253/152
14512,GIRLS,CAPRI,dummy/209/868
14513,GIRLS,FROCK,dummy/216/180
14514,GIRLS,GIRLS SET,dummy/209/251
14515,GIRLS,FROCK,dummy/210/273
14516,GIRLS,GIRLS SET,dummy/226/110
14517,GIRLS,GIRLS SET,dummy/209/128
14518,GIRLS,FROCK,dummy/215/218
14519,GIRLS,GIRLS SET,dummy/209/287
14520,GIRLS,FROCK,dummy/209/440
14521,GIRLS,GIRLS SET,dummy/212/91
14522,GIRLS,GIRLS SET,dummy/209/211
14523,GIRLS,GIRLS SET,dummy/213/42
14524,GIRLS,FROCK,dummy/220/123
14525,GIRLS,GIRLS SET,dummy/243/112
14526,GIRLS,GIRLS SET,dummy/210/235
14527,GIRLS,GIRLS SET,dummy/216/111
14528,GIRLS,GIRLS SET,dummy/226/194
14529,GIRLS,GIRLS SET,dummy/209/734
14530,GIRLS,GIRLS SET,dummy/223/241
14531,GIRLS,FROCK,dummy/224/191
14532,GIRLS,GIRLS SET,dummy/224/3
14533,GIRLS,GIRLS SET,dummy/243/205
14534,GIRLS,GIRLS SET,dummy/247/47
14535,GIRLS,GIRLS SET,dummy/247/73
14536,GIRLS,GIRLS SET,dummy/201/292
14537,GIRLS,GIRLS SET,dummy/205/151
14538,GIRLS,JEANS,dummy/188/125
14539,GIRLS,GIRLS SET,dummy/206/300
14540,GIRLS,GIRLS SET,dummy/190/115
14541,GIRLS,GIRLS SET,dummy/193/17
14542,GIRLS,GIRLS SET,dummy/197/114
14543,GIRLS,GIRLS SET,dummy/198/30
14544,GIRLS,GIRLS SET,dummy/205/72
14545,GIRLS,GIRLS SET,dummy/208/468
14546,GIRLS,TOP SET,dummy/194/88
14547,GIRLS,JEANS,dummy/203/254
14548,GIRLS,JEANS,dummy/203/498
14549,GIRLS,GIRLS SET,dummy/204/475
14550,GIRLS,GIRLS SET,dummy/204/478
14551,GIRLS,GIRLS SET,dummy/206/402
14552,GIRLS,GIRLS SET,dummy/187/256
14553,GIRLS,GIRLS SET,dummy/193/6
14554,GIRLS,GIRLS SET,dummy/202/308
14555,GIRLS,LACHA,dummy/208/9
14556,GIRLS,GIRLS SET,dummy/194/141
14557,GIRLS,JEANS,dummy/208/403
14558,GIRLS,TOP SET,dummy/189/311
14559,GIRLS,TOP SET,dummy/193/258
14560,GIRLS,GIRLS SET,dummy/194/234
14561,GIRLS,LACHA,dummy/198/292
14562,GIRLS,GIRLS SET,dummy/204/210
14563,GIRLS,TOP SET,dummy/206/126
14564,GIRLS,TOP SET,dummy/188/245
14565,GIRLS,GIRLS SET,dummy/189/129
14566,GIRLS,GIRLS SET,dummy/200/274
14567,GIRLS,GIRLS SET,dummy/202/397
14568,GIRLS,GIRLS SET,dummy/206/379
14569,GIRLS,GIRLS SET,dummy/188/252
14570,GIRLS,JEANS,dummy/192/66
14571,GIRLS,T-SHIRT,dummy/193/252
14572,GIRLS,GIRLS SET,dummy/205/381
14573,GIRLS,GIRLS SET,dummy/207/318
14574,GIRLS,GIRLS SET,dummy/201/280
14575,GIRLS,GIRLS SET,dummy/202/270
14576,GIRLS,TOP SET,dummy/202/204
14577,GIRLS,GIRLS SET,dummy/202/508
14578,GIRLS,TOP SET,dummy/207/119
14579,GIRLS,WESTURN,dummy/197/301
14580,GIRLS,GIRLS SET,dummy/201/300
14581,GIRLS,GIRLS SET,dummy/204/557
14582,GIRLS,TOP SET,dummy/206/439
14583,GIRLS,GIRLS SET,dummy/207/141
14584,GIRLS,TOP SET,dummy/207/292
14585,GIRLS,GIRLS SET,dummy/204/180
14586,GIRLS,FROCK,dummy/207/253
14587,GIRLS,TOP SET,dummy/196/23
14588,GIRLS,GIRLS SET,dummy/198/17
14589,GIRLS,GIRLS SET,dummy/199/11
14590,GIRLS,GIRLS SET,dummy/201/201
14591,GIRLS,GIRLS SET,dummy/208/623
14592,GIRLS,GIRLS SET,dummy/208/623
14593,GIRLS,TOP SET,dummy/193/126
14594,GIRLS,TOP SET,dummy/195/383
14595,GIRLS,GIRLS SET,dummy/203/249
14596,GIRLS,TOP SET,dummy/207/539
14597,GIRLS,TOP SET,dummy/208/191
14598,GIRLS,FROCK,dummy/196/335
14599,GIRLS,GIRLS SET,dummy/204/198
14600,GIRLS,TOP SET,dummy/190/241
14601,GIRLS,TOP SET,dummy/190/247
14602,GIRLS,LACHA,dummy/196/59
14603,GIRLS,TOP SET,dummy/198/115
14604,GIRLS,JEANS,dummy/203/144
14605,GIRLS,GIRLS SET,dummy/198/202
14606,GIRLS,GIRLS SET,dummy/182/178
14607,GIRLS,FROCK,dummy/181/77
14608,GIRLS,T-SHIRT,dummy/181/178
14609,GIRLS,GIRLS SET,dummy/181/17
14610,GIRLS,GIRLS SET,dummy/182/22
14611,GIRLS,GIRLS SET,dummy/184/59
14612,GIRLS,TOP SET,dummy/177/87
14613,GIRLS,GIRLS SET,dummy/184/152
14614,GIRLS,TOP SET,dummy/185/58
14615,GIRLS,GIRLS SET,dummy/176/27
14616,GIRLS,JEANS,dummy/185/234
14617,GIRLS,JEANS,dummy/185/230
14618,GIRLS,TOP SET,dummy/258/289
14619,GIRLS,LEGGINGS,dummy/173/24
14620,GIRLS,MIDI,dummy/231/236
14621,GIRLS,LEGGINGS,dummy/209/636
14622,GIRLS,GIRLS SET,dummy/209/667
14623,GIRLS,LEGGINGS,dummy/232/230
14624,GIRLS,GIRLS SET,dummy/214/191
14625,GIRLS,GIRLS SET,dummy/216/216
14626,GIRLS,GIRLS SET,dummy/209/515
14627,GIRLS,GIRLS SET,dummy/225/102
14628,GIRLS,LACHA,dummy/227/210
14629,GIRLS,JEANS,dummy/209/858
14630,GIRLS,GIRLS ASSO,dummy/236/54
14631,GIRLS,GIRLS ASSO,dummy/210/343
14632,GIRLS,GIRLS SET,dummy/226/218
14633,GIRLS,FROCK,dummy/233/26
14634,GIRLS,GIRLS SET,dummy/235/107
14635,GIRLS,LEGGINGS,dummy/209/237
14636,GIRLS,BLAZER,dummy/218/220
14637,GIRLS,GIRLS SET,dummy/229/55
14638,GIRLS,GIRLS ASSO,dummy/235/129
14639,GIRLS,CAPRI,dummy/235/132
14640,GIRLS,CAPRI,dummy/256/130
14641,GIRLS,FROCK,dummy/242/118
14642,GIRLS,TOP SET,dummy/192/83
14643,GIRLS,JEANS,dummy/202/153
14644,GIRLS,CAPRI,dummy/200/136
14645,GIRLS,FROCK,dummy/200/145
14646,GIRLS,FROCK,dummy/201/95
14647,GIRLS,GIRLS SET,dummy/201/108
14648,GIRLS,FROCK,dummy/203/444
14649,GIRLS,GIRLS SET,dummy/196/469
14650,GIRLS,GIRLS SET,dummy/197/104
14651,GIRLS,GIRLS SET,dummy/189/218
14652,GIRLS,JEANS,dummy/197/40
14653,GIRLS,GIRLS SET,dummy/203/425
14654,GIRLS,GIRLS SET,dummy/208/106
14655,GIRLS,GIRLS SET,dummy/208/791
14656,GIRLS,TOP SET,dummy/199/279
14657,GIRLS,GIRLS SET,dummy/201/279
14658,GIRLS,GIRLS SET,dummy/202/54
14659,GIRLS,GIRLS SET,dummy/208/260
14660,GIRLS,GIRLS SET,dummy/199/139
14661,GIRLS,FROCK,dummy/190/211
14662,GIRLS,TOP SET,dummy/196/442
14663,GIRLS,JEANS,dummy/202/325
14664,GIRLS,TOP SET,dummy/206/16
14665,GIRLS,GIRLS SET,dummy/196/105
14666,GIRLS,GIRLS SET,dummy/198/114
14667,GIRLS,TOP SET,dummy/203/349
14668,GIRLS,GIRLS SET,dummy/204/542
14669,GIRLS,GIRLS SET,dummy/205/249
14670,GIRLS,GIRLS SET,dummy/206/396
14671,GIRLS,GIRLS SET,dummy/206/219
14672,GIRLS,TOP SET,dummy/208/690
14673,GIRLS,GIRLS SET,dummy/200/28
14674,GIRLS,GIRLS SET,dummy/207/58
14675,GIRLS,TOP SET,dummy/196/383
14676,GIRLS,GIRLS SET,dummy/201/72
14677,GIRLS,GIRLS SET,dummy/205/314
14678,GIRLS,LEGGINGS,dummy/201/48
14679,GIRLS,JEANS,dummy/207/593
14680,GIRLS,TOP SET,dummy/208/385
14681,GIRLS,GIRLS SET,dummy/196/528
14682,GIRLS,GIRLS SET,dummy/208/905
14683,GIRLS,JEANS,dummy/208/291
14684,GIRLS,TOP SET,dummy/208/648
14685,GIRLS,JEANS,dummy/189/253
14686,GIRLS,DANGRI,dummy/190/241
14687,GIRLS,DENIM,dummy/191/118
14688,GIRLS,TOP SET,dummy/196/324
14689,GIRLS,GIRLS SET,dummy/198/280
14690,GIRLS,FROCK,dummy/202/141
14691,GIRLS,GIRLS SET,dummy/204/462
14692,GIRLS,TOP SET,dummy/188/142
14693,GIRLS,FROCK,dummy/181/167
14694,GIRLS,GIRLS SET,dummy/182/76
14695,GIRLS,JEANS,dummy/185/153
14696,GIRLS,FROCK,dummy/181/98
14697,GIRLS,CAPRI,dummy/179/6
14698,GIRLS,TOP SET,dummy/187/52
14699,GIRLS,GIRLS SET,dummy/187/122
14700,GIRLS,FROCK,dummy/178/55
14701,GIRLS,GIRLS SET,dummy/178/55
14702,GIRLS,GIRLS SET,dummy/185/361
14703,GIRLS,GIRLS SET,dummy/182/208
14704,GIRLS,GIRLS SET,dummy/183/26
14705,GIRLS,GIRLS SET,dummy/183/28
14706,GIRLS,FROCK,dummy/182/41
14707,GIRLS,LEGGINGS,dummy/176/41
14708,GIRLS,FROCK,dummy/177/14
14709,GIRLS,GIRLS SET,dummy/184/213
14710,GIRLS,GIRLS SET,dummy/185/109
14711,GIRLS,GIRLS SET,dummy/185/82
14712,GIRLS,GIRLS SET,dummy/185/180
14713,GIRLS,GIRLS SET,dummy/185/366
14714,GIRLS,T-SHIRT,dummy/208/839
14715,GIRLS,BEBE,dummy/209/195
14716,GIRLS,GIRLS SET,dummy/209/507
14717,GIRLS,TOP SET,dummy/225/94
14718,GIRLS,GIRLS SET,dummy/210/289
14719,GIRLS,TOP SET,dummy/209/446
14720,GIRLS,CAPRI,dummy/217/274
14721,GIRLS,LACHA,dummy/219/27
14722,GIRLS,GIRLS SET,dummy/209/311
14723,GIRLS,GIRLS SET,dummy/210/307
14724,GIRLS,TOP SET,dummy/237/186
14725,GIRLS,BEBE,dummy/216/96
14726,GIRLS,CAPRI,dummy/226/194
14727,GIRLS,GIRLS SET,dummy/243/112
14728,GIRLS,CAPRI,dummy/215/234
14729,GIRLS,LEGGINGS,dummy/247/41
14730,GIRLS,JEANS,dummy/205/127
14731,GIRLS,GIRLS SET,dummy/197/71
14732,GIRLS,GIRLS SET,dummy/208/251
14733,GIRLS,GIRLS SET,dummy/188/157
14734,GIRLS,JEANS,dummy/196/133
14735,GIRLS,TOP SET,dummy/201/249
14736,GIRLS,CAPRI,dummy/205/188
14737,GIRLS,GIRLS SET,dummy/189/201
14738,GIRLS,GIRLS SET,dummy/196/222
14739,GIRLS,FROCK,dummy/198/70
14740,GIRLS,LACHA,dummy/203/509
14741,GIRLS,TOP SET,dummy/203/498
14742,GIRLS,GIRLS SET,dummy/193/6
14743,GIRLS,TOP SET,dummy/197/40
14744,GIRLS,TOP SET,dummy/202/383
14745,GIRLS,FROCK,dummy/193/158
14746,GIRLS,FROCK,dummy/196/337
14747,GIRLS,GIRLS SET,dummy/203/451
14748,GIRLS,GIRLS SET,dummy/208/143
14749,GIRLS,JEANS,dummy/193/258
14750,GIRLS,GIRLS SET,dummy/206/339
14751,GIRLS,FROCK,dummy/208/494
14752,GIRLS,GIRLS SET,dummy/187/233
14753,GIRLS,GIRLS SET,dummy/200/274
14754,GIRLS,JEANS,dummy/200/114
14755,GIRLS,FROCK,dummy/203/270
14756,GIRLS,JEANS,dummy/199/306
14757,GIRLS,CAPRI,dummy/202/38
14758,GIRLS,CAPRI,dummy/203/349
14759,GIRLS,GIRLS SET,dummy/207/195
14760,GIRLS,LEGGIN-FROCK,dummy/198/174
14761,GIRLS,GIRLS SET,dummy/206/383
14762,GIRLS,GIRLS SET,dummy/207/321
14763,GIRLS,GIRLS SET,dummy/207/120
14764,GIRLS,GIRLS SET,dummy/207/16
14765,GIRLS,JEANS,dummy/192/137
14766,GIRLS,JEANS,dummy/196/219
14767,GIRLS,GIRLS SET,dummy/199/15
14768,GIRLS,GIRLS SET,dummy/202/204
14769,GIRLS,GIRLS SET,dummy/202/431
14770,GIRLS,GIRLS SET,dummy/207/39
14771,GIRLS,GIRLS SET,dummy/207/292
14772,GIRLS,GIRLS SET,dummy/207/335
14773,GIRLS,GIRLS SET,dummy/188/77
14774,GIRLS,JEANS,dummy/188/162
14775,GIRLS,GIRLS SET,dummy/198/223
14776,GIRLS,GIRLS SET,dummy/207/253
14777,GIRLS,TOP SET,dummy/190/91
14778,GIRLS,CAPRI,dummy/197/154
14779,GIRLS,TOP SET,dummy/202/276
14780,GIRLS,CAPRI,dummy/205/287
14781,GIRLS,GIRLS SET,dummy/205/431
14782,GIRLS,GIRLS SET,dummy/207/447
14783,GIRLS,GIRLS SET,dummy/191/175
14784,GIRLS,GIRLS SET,dummy/198/17
14785,GIRLS,GIRLS SET,dummy/202/279
14786,GIRLS,GIRLS SET,dummy/208/887
14787,GIRLS,JEANS,dummy/208/191
14788,GIRLS,GIRLS SET,dummy/208/282
14789,GIRLS,FROCK,dummy/208/87
14790,GIRLS,CAPRI,dummy/193/198
14791,GIRLS,LACHA,dummy/202/218
14792,GIRLS,FROCK,dummy/203/341
14793,GIRLS,LACHA,dummy/208/488
14794,GIRLS,GIRLS SET,dummy/208/599
14795,GIRLS,FROCK,dummy/190/108
14796,GIRLS,GIRLS SET,dummy/193/282
14797,GIRLS,GIRLS SET,dummy/179/31
14798,GIRLS,GIRLS SET,dummy/180/65
14799,GIRLS,GIRLS SET,dummy/182/174
14800,GIRLS,SHIRT,dummy/185/153
14801,GIRLS,GIRLS SET,dummy/181/167
14802,GIRLS,GIRLS SET,dummy/180/130
14803,GIRLS,FROCK,dummy/187/106
14804,GIRLS,BEBE,dummy/182/201
14805,GIRLS,GIRLS SET,dummy/182/203
14806,GIRLS,GIRLS SET,dummy/187/237
14807,GIRLS,GIRLS SET,dummy/175/9
14808,GIRLS,GIRLS SET,dummy/183/35
14809,GIRLS,FROCK,dummy/174/49
14810,GIRLS,GIRLS SET,dummy/176/147
14811,GIRLS,GIRLS SET,dummy/179/134
14812,GIRLS,GIRLS SET,dummy/176/111
14813,GIRLS,FROCK,dummy/184/206
14814,GIRLS,GIRLS SET,dummy/185/82
14815,GIRLS,JEANS,dummy/185/169
14816,GIRLS,FROCK,dummy/185/132
14817,GIRLS,GIRLS SET,dummy/185/175
14818,GIRLS,GIRLS SET,dummy/185/316
14819,GIRLS,JEANS,dummy/186/113
14820,GIRLS,GIRLS SET,dummy/187/3
14821,GIRLS,FROCK,dummy/254/211
14822,GIRLS,CAPRI,dummy/253/35
14823,GIRLS,TOP SET,dummy/253/35
14824,GIRLS,CAPRI,dummy/251/5
14825,GIRLS,CAPRI,dummy/251/5
14826,GIRLS,CAPRI,dummy/249/174
14827,GIRLS,GIRLS SET,dummy/209/348
14828,GIRLS,TOP SET,dummy/216/166
14829,GIRLS,GIRLS ASSO,dummy/225/94
14830,GIRLS,GIRLS SET,dummy/226/156
14831,GIRLS,FROCK,dummy/240/187
14832,GIRLS,GIRLS SET,dummy/225/105
14833,GIRLS,GIRLS SET,dummy/209/725
14834,GIRLS,LACHA,dummy/215/207
14835,GIRLS,TOP SET,dummy/224/332
14836,GIRLS,TOP SET,dummy/258/262
14837,GIRLS,GIRLS ASSO,dummy/258/262
14838,GIRLS,GIRLS SET,dummy/208/241
14839,GIRLS,GIRLS SET,dummy/208/303
14840,GIRLS,GIRLS SET,dummy/209/440
14841,GIRLS,JEANS,dummy/209/7
14842,GIRLS,GIRLS ASSO,dummy/231/193
14843,GIRLS,FROCK,dummy/209/304
14844,GIRLS,TOP SET,dummy/209/713
14845,GIRLS,GIRLS SET,dummy/209/796
14846,GIRLS,JEANS,dummy/232/21
14847,GIRLS,LEGGIN-FROCK,dummy/217/298
14848,GIRLS,GIRLS SET,dummy/214/94
14849,GIRLS,GIRLS ASSO,dummy/236/145
14850,GIRLS,TOP SET,dummy/243/80
14851,GIRLS,GIRLS ASSO,dummy/244/63
14852,GIRLS,GIRLS SET,dummy/209/803
14853,GIRLS,GIRLS SET,dummy/209/68
14854,GIRLS,GIRLS SET,dummy/210/192
14855,GIRLS,GIRLS SET,dummy/196/369
14856,GIRLS,GIRLS SET,dummy/197/238
14857,GIRLS,GIRLS SET,dummy/203/410
14858,GIRLS,GIRLS SET,dummy/196/73
14859,GIRLS,GIRLS SET,dummy/202/377
14860,GIRLS,GIRLS SET,dummy/203/411
14861,GIRLS,GIRLS SET,dummy/205/414
14862,GIRLS,GIRLS SET,dummy/205/89
14863,GIRLS,TOP SET,dummy/208/787
14864,GIRLS,GIRLS SET,dummy/189/299
14865,GIRLS,FROCK,dummy/196/175
14866,GIRLS,TOP SET,dummy/197/302
14867,GIRLS,JEANS,dummy/203/116
14868,GIRLS,GIRLS SET,dummy/191/68
14869,GIRLS,GIRLS SET,dummy/192/46
14870,GIRLS,CAPRI,dummy/199/279
14871,GIRLS,GIRLS SET,dummy/199/284
14872,GIRLS,GIRLS SET,dummy/200/250
14873,GIRLS,FROCK,dummy/201/296
14874,GIRLS,GIRLS SET,dummy/205/293
14875,GIRLS,GIRLS SET,dummy/192/81
14876,GIRLS,GIRLS SET,dummy/203/251
14877,GIRLS,GIRLS SET,dummy/203/283
14878,GIRLS,GIRLS SET,dummy/204/516
14879,GIRLS,GIRLS SET,dummy/208/162
14880,GIRLS,GIRLS SET,dummy/208/66
14881,GIRLS,GIRLS SET,dummy/190/206
14882,GIRLS,GIRLS SET,dummy/196/365
14883,GIRLS,GIRLS SET,dummy/197/248
14884,GIRLS,TOP SET,dummy/201/112
14885,GIRLS,GIRLS SET,dummy/204/311
14886,GIRLS,GIRLS SET,dummy/208/217
14887,GIRLS,TOP SET,dummy/201/165
14888,GIRLS,GIRLS SET,dummy/203/174
14889,GIRLS,GIRLS SET,dummy/205/251
14890,GIRLS,GIRLS SET,dummy/205/256
14891,GIRLS,GIRLS SET,dummy/205/405
14892,GIRLS,GIRLS SET,dummy/200/1
14893,GIRLS,FROCK,dummy/200/253
14894,GIRLS,GIRLS SET,dummy/201/275
14895,GIRLS,GIRLS SET,dummy/202/69
14896,GIRLS,GIRLS SET,dummy/204/305
14897,GIRLS,LACHA,dummy/205/313
14898,GIRLS,CAPRI,dummy/207/320
14899,GIRLS,GIRLS ASSO,dummy/207/80
14900,GIRLS,GIRLS SET,dummy/207/149
14901,GIRLS,GIRLS SET,dummy/188/68
14902,GIRLS,GIRLS ASSO,dummy/205/326
14903,GIRLS,GIRLS SET,dummy/207/108
14904,GIRLS,GIRLS SET,dummy/207/219
14905,GIRLS,GIRLS SET,dummy/189/333
14906,GIRLS,GIRLS SET,dummy/196/392
14907,GIRLS,GIRLS SET,dummy/207/180
14908,GIRLS,GIRLS SET,dummy/207/378
14909,GIRLS,LACHA,dummy/190/86
14910,GIRLS,GIRLS SET,dummy/190/91
14911,GIRLS,GIRLS SET,dummy/204/265
14912,GIRLS,TOP SET,dummy/205/287
14913,GIRLS,GIRLS SET,dummy/207/446
14914,GIRLS,GIRLS SET,dummy/197/269
14915,GIRLS,FROCK,dummy/197/127
14916,GIRLS,GIRLS SET,dummy/199/18
14917,GIRLS,GIRLS SET,dummy/203/120
14918,GIRLS,GIRLS SET,dummy/190/97
14919,GIRLS,TOP SET,dummy/191/70
14920,GIRLS,TOP SET,dummy/201/177
14921,GIRLS,FROCK,dummy/202/456
14922,GIRLS,GIRLS SET,dummy/192/178
14923,GIRLS,GIRLS SET,dummy/193/201
14924,GIRLS,GIRLS SET,dummy/196/55
14925,GIRLS,GIRLS SET,dummy/202/141
14926,GIRLS,GIRLS SET,dummy/205/138
14927,GIRLS,GIRLS SET,dummy/205/138
14928,GIRLS,GIRLS SET,dummy/208/872
14929,GIRLS,TOP SET,dummy/188/142
14930,GIRLS,GIRLS SET,dummy/193/282
14931,GIRLS,GIRLS SET,dummy/194/183
14932,GIRLS,FROCK,dummy/194/246
14933,GIRLS,GIRLS SET,dummy/182/75
14934,GIRLS,GIRLS SET,dummy/182/182
14935,GIRLS,GIRLS SET,dummy/182/188
14936,GIRLS,GIRLS SET,dummy/186/128
14937,GIRLS,GIRLS SET,dummy/186/119
14938,GIRLS,GIRLS SET,dummy/174/171
14939,GIRLS,GIRLS SET,dummy/187/121
14940,GIRLS,GIRLS SET,dummy/185/25
14941,GIRLS,GIRLS SET,dummy/183/100
14942,GIRLS,TOP SET,dummy/184/152
14943,GIRLS,GIRLS SET,dummy/185/185
14944,GIRLS,GIRLS SET,dummy/185/275
14945,GIRLS,GIRLS SET,dummy/186/224
14946,GIRLS,GIRLS SET,dummy/254/185
14947,GIRLS,GIRLS SET,dummy/218/82
14948,GIRLS,GIRLS SET,dummy/208/839
14949,GIRLS,LACHA,dummy/214/162
14950,GIRLS,GIRLS SET,dummy/218/156
14951,GIRLS,TOP SET,dummy/225/94
